URLLength,DomainLength,CharContinuationRate,TLDLegitimateProb,URLCharProb,HasObfuscation,ObfuscationRatio,NoOfLettersInURL,NoOfDegitsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,SpacialCharRatioInURL,IsHTTPS,raw_entropy_url,raw_path_length,raw_query_length,raw_subdomain_count,raw_has_at_symbol,raw_has_ip_host,raw_suspicious_token_hits,is_phishing,label_name
23,16.0,1.0,0.0799628,0.065703914,0.0,0.0,10.0,0.0,0.0,0.0,0.043,1.0,3.0306390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,22.0,0.8,0.0002256,0.062168509,0.0,0.0,16.0,0.0,0.0,0.0,0.069,0.0,3.5383105956150054,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
22,15.0,1.0,0.0799628,0.06344536,0.0,0.0,9.0,0.0,0.0,0.0,0.045,1.0,3.1898980954642875,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,1.0,0.5229071,0.052750642,0.0,0.0,14.0,0.0,0.0,0.0,0.037,1.0,3.684183719779189,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.0799628,0.052475619,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.2810361125534233,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.5229071,0.061210687,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,2.905764584655453,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
24,17.0,1.0,0.5229071,0.052265548,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.41041725276052,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
46,37.0,0.545454545,0.5229071,0.047418622,0.0,0.0,27.0,6.0,0.0,0.0,0.109,1.0,4.346225868535942,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
23,16.0,1.0,0.5229071,0.063389607,0.0,0.0,10.0,0.0,0.0,0.0,0.043,1.0,3.327819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,0.666666667,0.0799628,0.065880791,0.0,0.0,13.0,0.0,0.0,0.0,0.074,1.0,3.4464393446710155,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
23,16.0,1.0,0.5229071,0.060842371,0.0,0.0,10.0,0.0,0.0,0.0,0.043,1.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
23,16.0,1.0,0.5229071,0.059800126,0.0,0.0,10.0,0.0,0.0,0.0,0.043,1.0,3.327819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,13.0,1.0,0.0799628,0.048801975,0.0,0.0,7.0,0.0,0.0,0.0,0.05,1.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,0.6,0.5229071,0.064539,0.0,0.0,11.0,0.0,0.0,0.0,0.08,1.0,3.4193819456463714,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
21,14.0,1.0,0.0799628,0.040798154,0.0,0.0,8.0,0.0,0.0,0.0,0.048,1.0,3.3248629576173565,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,0.461538462,0.0326503,0.054848962,0.0,0.0,13.0,0.0,0.0,0.0,0.111,0.0,3.3464393446710154,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
20,13.0,1.0,0.0001858,0.051543312,0.0,0.0,8.0,0.0,0.0,0.0,0.05,0.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
50,41.0,0.447368421,0.0129268,0.059183961,0.0,0.0,37.0,0.0,0.0,0.0,0.1,1.0,3.880794959555807,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
29,22.0,1.0,0.5229071,0.062231305,0.0,0.0,16.0,0.0,0.0,0.0,0.034,1.0,3.788754913993502,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
23,17.0,1.0,0.0002355,0.05545891,0.0,0.0,11.0,0.0,0.0,0.0,0.043,0.0,3.2195282822995477,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
26,19.0,1.0,0.5229071,0.059415897,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.3660913291191914,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
30,24.0,1.0,0.5229071,0.046560535,0.0,0.0,18.0,0.0,0.0,0.0,0.033,0.0,4.053508854797678,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
30,23.0,1.0,0.5229071,0.056329986,0.0,0.0,17.0,0.0,0.0,0.0,0.033,1.0,3.882045108136862,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,13.0,1.0,0.0384199,0.054826854,0.0,0.0,7.0,0.0,0.0,0.0,0.05,1.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.0799628,0.060143442,0.0,0.0,18.0,0.0,0.0,0.0,0.038,0.0,3.5464393446710156,1.0,0.0,0.0,0.0,0.0,0.0,1,phishing
29,22.0,1.0,0.5229071,0.060511969,0.0,0.0,16.0,0.0,0.0,0.0,0.034,1.0,3.6635327548042538,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
75,28.0,0.833333333,0.5229071,0.046924851,0.0,0.0,58.0,6.0,0.0,0.0,0.053,0.0,4.66193788581582,40.0,0.0,1.0,0.0,0.0,0.0,1,phishing
28,21.0,1.0,0.0040185,0.05247557,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.5585186130489053,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,1.0,0.5229071,0.058497684,0.0,0.0,14.0,0.0,0.0,0.0,0.037,1.0,3.484183719779189,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.0384199,0.065208209,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.1158340921632197,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
30,24.0,1.0,0.5229071,0.057300342,0.0,0.0,18.0,0.0,0.0,0.0,0.033,0.0,3.6887218755408675,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
40,14.0,1.0,0.0384199,0.05249487,0.0,0.0,27.0,0.0,0.0,0.0,0.125,1.0,3.8042292966721747,18.0,0.0,0.0,0.0,0.0,0.0,1,phishing
23,16.0,0.625,0.0002984,0.0445691,0.0,0.0,9.0,0.0,0.0,0.0,0.087,1.0,3.4056390622295662,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.5229071,0.059884992,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.6818808028034016,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,19.0,1.0,0.5229071,0.054615759,0.0,0.0,13.0,0.0,0.0,0.0,0.04,0.0,3.5110854081804264,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
33,25.0,0.80952381,0.5229071,0.044152738,0.0,0.0,16.0,6.0,0.0,0.0,0.091,1.0,4.074875775583769,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
27,20.0,0.846153846,0.028555,0.056304419,0.0,0.0,13.0,0.0,0.0,0.0,0.074,1.0,3.5464393446710156,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
28,21.0,1.0,0.5229071,0.056587611,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.4632805178108104,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
24,17.0,1.0,0.0799628,0.056807939,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.1462863706621045,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
38,31.0,1.0,0.5229071,0.067250023,0.0,0.0,25.0,0.0,0.0,0.0,0.026,1.0,3.6679284722924486,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
23,17.0,1.0,0.5229071,0.057442867,0.0,0.0,11.0,0.0,0.0,0.0,0.043,0.0,3.3371753411230767,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
65,21.0,0.833333333,3.04e-05,0.057506352,1.0,0.046,50.0,2.0,0.0,1.0,0.092,0.0,4.18919554091718,38.0,0.0,1.0,0.0,0.0,0.0,1,phishing
22,15.0,1.0,0.0001858,0.050442413,0.0,0.0,10.0,0.0,0.0,0.0,0.045,0.0,3.006238928653389,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
177,15.0,0.636363636,0.5229071,0.040472555,0.0,0.0,132.0,20.0,1.0,0.0,0.096,1.0,5.121529745800794,108.0,46.0,1.0,0.0,0.0,0.0,1,phishing
30,23.0,1.0,0.5229071,0.067562661,0.0,0.0,17.0,0.0,0.0,0.0,0.033,1.0,3.3061706517091873,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
24,17.0,1.0,0.0799628,0.064327635,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.175123135113461,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.0004547,0.05894721,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.4613201402110083,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
30,23.0,1.0,0.0015361,0.056661982,0.0,0.0,17.0,0.0,0.0,0.0,0.033,1.0,3.642489673166126,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
28,22.0,1.0,0.5229071,0.0653266,0.0,0.0,16.0,0.0,0.0,0.0,0.036,0.0,3.6069367321753205,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
26,18.0,0.642857143,0.0009613,0.041408981,0.0,0.0,15.0,1.0,0.0,0.0,0.077,1.0,3.43162356584743,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
30,23.0,0.75,0.0019933,0.054751943,0.0,0.0,16.0,0.0,0.0,0.0,0.067,1.0,3.7294461949052566,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.5229071,0.066068777,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.4613201402110083,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
50,42.0,0.323529412,0.0002752,0.061468207,0.0,0.0,33.0,0.0,0.0,0.0,0.12,0.0,4.01396112788348,1.0,0.0,2.0,0.0,0.0,0.0,1,phishing
26,18.0,0.857142857,0.001502,0.047094379,0.0,0.0,15.0,1.0,0.0,0.0,0.077,1.0,3.6163485660751635,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
101,9.0,1.0,0.0003306,0.040955176,0.0,0.0,73.0,11.0,1.0,0.0,0.089,1.0,4.942641580691767,63.0,21.0,0.0,1.0,0.0,0.0,1,phishing
23,16.0,0.777777778,0.0230451,0.056804543,0.0,0.0,9.0,0.0,0.0,0.0,0.087,1.0,3.2806390622295662,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
43,22.0,0.666666667,0.5229071,0.060229624,0.0,0.0,30.0,0.0,1.0,0.0,0.116,1.0,3.9029905438190675,1.0,12.0,1.0,0.0,0.0,0.0,1,phishing
32,25.0,1.0,0.5229071,0.063413706,0.0,0.0,19.0,0.0,0.0,0.0,0.031,1.0,3.7034651896016464,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
34,27.0,1.0,0.0799628,0.065082131,0.0,0.0,22.0,0.0,0.0,0.0,0.029,0.0,3.782122224145306,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
107,43.0,0.384615385,0.5229071,0.051647262,0.0,0.0,79.0,8.0,0.0,0.0,0.112,1.0,4.475365190096902,57.0,0.0,2.0,0.0,0.0,0.0,1,phishing
18,12.0,1.0,1.16e-05,0.062178772,0.0,0.0,6.0,0.0,0.0,0.0,0.056,0.0,2.8553885422075336,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
42,33.0,0.517241379,0.001502,0.053107916,0.0,0.0,25.0,3.0,0.0,0.0,0.143,1.0,4.057476076289931,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
26,19.0,1.0,0.0799628,0.063728275,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.366091329119192,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,20.0,0.923076923,0.0180132,0.01475655,0.0,0.0,6.0,7.0,0.0,0.0,0.077,0.0,3.5086949695628418,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
37,20.0,0.6875,0.0799628,0.040548069,0.0,0.0,21.0,5.0,0.0,0.0,0.108,0.0,4.164735178725505,10.0,0.0,1.0,0.0,0.0,0.0,1,phishing
21,14.0,1.0,0.0384199,0.054381213,0.0,0.0,7.0,1.0,0.0,0.0,0.048,1.0,3.039148671903071,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
21,14.0,1.0,0.5229071,0.076300271,0.0,0.0,8.0,0.0,0.0,0.0,0.048,1.0,2.9852281360342516,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,14.0,1.0,0.0003212,0.063356843,0.0,0.0,8.0,0.0,0.0,0.0,0.05,0.0,3.182005814760214,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
29,22.0,0.785714286,0.0115013,0.058011407,0.0,0.0,15.0,0.0,0.0,0.0,0.069,1.0,3.322179345516666,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,9.39e-05,0.057428968,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.4193819456463714,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
31,24.0,1.0,0.5229071,0.060922618,0.0,0.0,19.0,0.0,0.0,0.0,0.032,0.0,3.6887218755408675,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
22,15.0,1.0,0.0015878,0.056726789,0.0,0.0,9.0,0.0,0.0,0.0,0.045,1.0,3.1898980954642875,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
21,14.0,1.0,0.0384199,0.058415177,0.0,0.0,8.0,0.0,0.0,0.0,0.048,1.0,2.8423709931771084,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
31,24.0,1.0,0.5229071,0.062355987,0.0,0.0,18.0,0.0,0.0,0.0,0.032,1.0,3.6682958340544896,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,22.0,0.444444444,0.0017496,0.049963922,0.0,0.0,19.0,0.0,0.0,0.0,0.103,0.0,3.8796640049025943,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
25,18.0,1.0,0.5229071,0.0700879,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.30827083453526,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
28,21.0,1.0,0.0799628,0.063048879,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.368042422572715,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
19,12.0,1.0,0.0799628,0.057141771,0.0,0.0,6.0,0.0,0.0,0.0,0.053,1.0,2.8553885422075336,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
24,17.0,0.777777778,0.5229071,0.042394322,0.0,0.0,10.0,1.0,0.0,0.0,0.083,0.0,3.5280643115840493,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
27,21.0,1.0,0.5229071,0.058644453,0.0,0.0,15.0,0.0,0.0,0.0,0.037,0.0,3.6897037321995465,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
27,20.0,0.846153846,0.0141483,0.050793622,0.0,0.0,13.0,0.0,0.0,0.0,0.074,1.0,3.5086949695628418,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
31,24.0,1.0,0.0799628,0.063161865,0.0,0.0,18.0,0.0,0.0,0.0,0.032,1.0,3.454986855772667,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
24,17.0,1.0,0.0799628,0.06081632,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.101881223476018,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,23.0,1.0,0.5229071,0.064338645,0.0,0.0,17.0,0.0,0.0,0.0,0.034,0.0,3.5555331514269954,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
31,24.0,0.705882353,0.0056158,0.060118171,0.0,0.0,17.0,0.0,0.0,0.0,0.065,1.0,3.938721875540867,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
30,23.0,0.6,0.5229071,0.06272465,0.0,0.0,16.0,0.0,0.0,0.0,0.067,1.0,3.5883543471732335,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
37,30.0,0.869565217,0.0100856,0.061375245,0.0,0.0,23.0,0.0,0.0,0.0,0.054,1.0,3.714409345247941,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
18,11.0,1.0,0.0056158,0.07354791,0.0,0.0,5.0,0.0,0.0,0.0,0.056,1.0,2.481714572986073,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,20.0,1.0,0.5229071,0.066164918,0.0,0.0,14.0,0.0,0.0,0.0,0.038,0.0,3.584183719779189,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
26,20.0,0.923076923,0.0180132,0.01484827,0.0,0.0,6.0,7.0,0.0,0.0,0.077,0.0,3.5086949695628418,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
24,18.0,1.0,0.5229071,0.057983892,0.0,0.0,12.0,0.0,0.0,0.0,0.042,0.0,3.239097917988786,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
25,18.0,1.0,0.5229071,0.062536272,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.197159723424149,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
36,28.0,0.44,0.0059772,0.07037171,0.0,0.0,25.0,0.0,0.0,0.0,0.083,1.0,3.3450739957852544,1.0,0.0,2.0,0.0,0.0,0.0,1,phishing
31,23.0,0.473684211,0.001502,0.051613885,0.0,0.0,20.0,0.0,0.0,0.0,0.097,1.0,3.6682958340544896,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
26,20.0,0.666666667,0.0799628,0.06316347,0.0,0.0,13.0,0.0,0.0,0.0,0.077,0.0,3.2841837197791888,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
24,18.0,0.818181818,0.0001306,0.05899906,0.0,0.0,11.0,0.0,0.0,0.0,0.083,0.0,3.197159723424149,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
26,20.0,0.75,0.5229071,0.056933485,0.0,0.0,13.0,0.0,0.0,0.0,0.077,0.0,3.184183719779189,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
24,17.0,1.0,0.0384199,0.057560801,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.3371753411230767,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
34,22.0,0.571428571,0.5229071,0.055442466,0.0,0.0,19.0,0.0,0.0,0.0,0.118,0.0,3.8380398168981555,5.0,0.0,0.0,0.0,0.0,0.0,1,phishing
23,17.0,1.0,0.5229071,0.068234293,0.0,0.0,11.0,0.0,0.0,0.0,0.043,0.0,3.4548223999466066,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
19,12.0,1.0,0.0180132,0.05577068,0.0,0.0,6.0,0.0,0.0,0.0,0.053,1.0,3.0220552088742,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
23,16.0,1.0,0.0033189,0.066256393,0.0,0.0,10.0,0.0,0.0,0.0,0.043,1.0,3.202819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,22.0,0.8,0.028555,0.059240794,0.0,0.0,15.0,0.0,0.0,0.0,0.069,1.0,3.572623663895163,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
32,26.0,0.619047619,0.0004041,0.054205345,0.0,0.0,23.0,0.0,0.0,0.0,0.062,0.0,3.7192945256669785,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
21,14.0,1.0,0.5229071,0.058775436,0.0,0.0,8.0,0.0,0.0,0.0,0.048,1.0,3.182005814760214,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
28,21.0,1.0,0.5229071,0.060442364,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.7489948035250955,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
35,28.0,0.571428571,0.028555,0.066055455,0.0,0.0,20.0,0.0,0.0,0.0,0.086,1.0,3.8248629576173565,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
45,36.0,0.454545455,0.0059772,0.061413981,0.0,0.0,33.0,0.0,0.0,0.0,0.089,1.0,3.9492049741940667,1.0,0.0,2.0,0.0,0.0,0.0,1,phishing
23,16.0,1.0,0.5229071,0.060163186,0.0,0.0,10.0,0.0,0.0,0.0,0.043,1.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.0799628,0.060207598,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.4613201402110083,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,20.0,1.0,0.5229071,0.073575788,0.0,0.0,14.0,0.0,0.0,0.0,0.038,0.0,2.9464393446710155,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
20,13.0,1.0,0.5229071,0.066241857,0.0,0.0,7.0,0.0,0.0,0.0,0.05,1.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,1.0,0.0799628,0.068532449,0.0,0.0,14.0,0.0,0.0,0.0,0.037,1.0,3.584183719779189,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.5229071,0.066488088,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.4713544870139286,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,22.0,1.0,0.5229071,0.05948649,0.0,0.0,16.0,0.0,0.0,0.0,0.034,1.0,3.6635327548042538,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,14.0,1.0,0.5229071,0.028968173,0.0,0.0,6.0,2.0,0.0,0.0,0.05,0.0,2.8962915290459277,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
27,20.0,0.625,0.5229071,0.046679683,0.0,0.0,16.0,2.0,0.0,0.0,0.074,0.0,3.6897037321995465,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
28,21.0,1.0,0.0799628,0.056362073,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.5585186130489053,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
19,12.0,1.0,0.0115013,0.052481052,0.0,0.0,6.0,0.0,0.0,0.0,0.053,1.0,3.0220552088742,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.5229071,0.063770597,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.43162356584743,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
23,16.0,1.0,0.5229071,0.055337384,0.0,0.0,10.0,0.0,0.0,0.0,0.043,1.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,22.0,1.0,0.5229071,0.065134507,0.0,0.0,16.0,0.0,0.0,0.0,0.034,1.0,3.3176400059662168,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,1.0,0.0799628,0.062090701,0.0,0.0,14.0,0.0,0.0,0.0,0.037,1.0,3.5464393446710156,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,1.0,0.0799628,0.050983684,0.0,0.0,14.0,0.0,0.0,0.0,0.037,1.0,3.484183719779189,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,22.0,1.0,0.5229071,0.060209472,0.0,0.0,16.0,0.0,0.0,0.0,0.034,1.0,3.6635327548042538,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
34,25.0,0.80952381,0.5229071,0.045643846,0.0,0.0,16.0,6.0,0.0,0.0,0.118,1.0,4.209867121904035,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
24,17.0,1.0,0.5229071,0.057483852,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.3371753411230767,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.5229071,0.066897837,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.4193819456463714,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.0799628,0.075597475,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.30827083453526,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
32,25.0,0.888888889,0.028555,0.056826715,0.0,0.0,17.0,1.0,0.0,0.0,0.062,1.0,3.833269689515109,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
30,23.0,1.0,0.5229071,0.064469591,0.0,0.0,17.0,0.0,0.0,0.0,0.033,1.0,3.4472624994412104,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
19,5.0,1.0,5.21e-05,0.03241175,0.0,0.0,8.0,1.0,0.0,0.0,0.105,1.0,3.0220552088742,7.0,0.0,0.0,0.0,0.0,0.0,1,phishing
20,14.0,0.714285714,0.0010349,0.053461454,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.0,2.6455933144511468,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
31,24.0,1.0,0.5229071,0.063924267,0.0,0.0,18.0,0.0,0.0,0.0,0.032,1.0,3.6887218755408675,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,1.0,0.5229071,0.062657852,0.0,0.0,14.0,0.0,0.0,0.0,0.037,1.0,3.6464393446710153,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
39,32.0,0.92,0.028555,0.053747721,0.0,0.0,25.0,0.0,0.0,0.0,0.051,1.0,3.9917292966721747,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
35,28.0,1.0,0.0384199,0.061156068,0.0,0.0,23.0,0.0,0.0,0.0,0.029,0.0,3.5121884039686617,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
25,19.0,0.818181818,0.5229071,0.030250104,0.0,0.0,9.0,3.0,0.0,0.0,0.08,0.0,3.5766176449086644,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
24,17.0,1.0,0.5229071,0.065435953,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.3371753411230767,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
34,25.0,0.619047619,0.5229071,0.049687676,0.0,0.0,20.0,2.0,0.0,0.0,0.118,1.0,4.056020968057882,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
36,29.0,1.0,0.5229071,0.059866399,0.0,0.0,23.0,0.0,0.0,0.0,0.028,1.0,3.771437029461126,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,22.0,1.0,0.001502,0.059268045,0.0,0.0,16.0,0.0,0.0,0.0,0.034,1.0,3.572623663895163,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,19.0,1.0,0.5229071,0.056311574,0.0,0.0,13.0,0.0,0.0,0.0,0.04,0.0,3.576617644908665,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
41,34.0,1.0,0.5229071,0.060685734,0.0,0.0,28.0,0.0,0.0,0.0,0.024,1.0,3.598369003512378,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
31,25.0,0.647058824,0.5229071,0.064317505,0.0,0.0,18.0,0.0,0.0,0.0,0.065,0.0,3.319079570624174,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
43,34.0,0.548387097,0.0059772,0.065752992,0.0,0.0,29.0,1.0,0.0,0.0,0.116,1.0,3.758592489772478,1.0,0.0,2.0,0.0,0.0,0.0,1,phishing
23,16.0,0.666666667,0.0100856,0.061467748,0.0,0.0,9.0,0.0,0.0,0.0,0.087,1.0,3.4056390622295662,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
